Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64644835,04/15/2025 12:23:17 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11222,250 FRANKLIN STREET,FRANKLIN STREET,FREEMAN STREET,EAGLE STREET,FREEMAN STREET,EAGLE STREET,ADDRESS,BROOKLYN,FRANKLIN STREET,,In Progress,,,04/15/2025 02:46:46 AM,01 BROOKLYN,3025040005,BROOKLYN,"995,794","206,887",MOBILE,Unspecified,BROOKLYN,,,,,,,,40.73452614699845,-73.95834554,"(40.73452614699845, -73.9583455441842)"
64649626,04/15/2025 12:23:15 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,1626 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,In Progress,,,04/15/2025 01:03:36 AM,09 MANHATTAN,1020720030,MANHATTAN,"998,139","238,842",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82223079680125,-73.94981798,"(40.82223079680125, -73.94981797910806)"
64650566,04/15/2025 12:23:00 AM,04/15/2025 12:49:01 AM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Horn,Store/Commercial,10032,611 WEST  158 STREET,WEST  158 STREET,BROADWAY,EDWARD M MORGAN PLACE,BROADWAY,EDWARD M MORGAN PLACE,ADDRESS,NEW YORK,WEST  158 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,04/15/2025 12:49:05 AM,12 MANHATTAN,1021360007,MANHATTAN,"999,370","243,521",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.835071290300306,-73.94535974,"(40.835071290300306, -73.94535973777539)"
64644830,04/15/2025 12:22:44 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,26-25 4 STREET,4 STREET,26 AVENUE,27 AVENUE,26 AVENUE,27 AVENUE,ADDRESS,ASTORIA,4 STREET,,In Progress,,,,01 QUEENS,4009090009,QUEENS,"1,002,847","221,889",MOBILE,Unspecified,QUEENS,,,,,,,,40.77569079075608,-73.93285457,"(40.77569079075608, -73.93285457182762)"
64648408,04/15/2025 12:22:37 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,111-14 76 AVENUE,76 AVENUE,AUSTIN STREET,QUEENS BOULEVARD,AUSTIN STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,76 AVENUE,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/15/2025 01:12:09 AM,06 QUEENS,4033407501,QUEENS,"1,029,463","200,419",ONLINE,Unspecified,QUEENS,,,,,,,,40.71666506089563,-73.83690062,"(40.71666506089563, -73.83690062067512)"
64644823,04/15/2025 12:22:33 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11415,123-60 83 AVENUE,83 AVENUE,KEW GARDENS ROAD,HOOVER AVENUE,KEW GARDENS ROAD,HOOVER AVENUE,ADDRESS,KEW GARDENS,83 AVENUE,,In Progress,,,04/15/2025 01:53:45 AM,09 QUEENS,4096310241,QUEENS,"1,032,311","198,549",ONLINE,Unspecified,QUEENS,,,,,,,,40.711517354141726,-73.82664025,"(40.711517354141726, -73.82664024749755)"
64646000,04/15/2025 12:22:27 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,86-10 79 STREET,79 STREET,86 AVENUE,JAMAICA AVENUE,86 AVENUE,JAMAICA AVENUE,ADDRESS,WOODHAVEN,79 STREET,,In Progress,,,,09 QUEENS,4088420131,QUEENS,"1,022,041","191,818",ONLINE,Unspecified,QUEENS,,,,,,,,40.69309218648676,-73.86372264,"(40.69309218648676, -73.86372263750809)"
64647155,04/15/2025 12:22:26 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,78-19 JAMAICA AVENUE,JAMAICA AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,WOODHAVEN,JAMAICA AVENUE,,In Progress,,,,09 QUEENS,4088420147,QUEENS,"1,022,038","191,382",ONLINE,Unspecified,QUEENS,,,,,,,,40.69189548148314,-73.8637359,"(40.69189548148314, -73.86373590148284)"
64644769,04/15/2025 12:22:23 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,87-22 78 STREET,78 STREET,87 AVENUE,87 ROAD,87 AVENUE,87 ROAD,ADDRESS,WOODHAVEN,78 STREET,,In Progress,,,,09 QUEENS,4089080030,QUEENS,"1,022,088","190,910",ONLINE,Unspecified,QUEENS,,,,,,,,40.69059973828214,-73.86355825,"(40.69059973828214, -73.86355825211925)"
64651954,04/15/2025 12:22:21 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,87-48 78 STREET,78 STREET,87 ROAD,88 AVENUE,87 ROAD,88 AVENUE,ADDRESS,WOODHAVEN,78 STREET,,In Progress,,,,09 QUEENS,4089080041,QUEENS,"1,022,110","190,781",ONLINE,Unspecified,QUEENS,,,,,,,,40.69024556934257,-73.86347965,"(40.69024556934257, -73.86347964641952)"
64649579,04/15/2025 12:22:19 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11212,NEWPORT STREET,NEWPORT STREET,NEWPORT STREET,SARATOGA AVENUE,NEWPORT STREET,SARATOGA AVENUE,INTERSECTION,,,,In Progress,,,04/15/2025 01:35:02 AM,16 BROOKLYN,,BROOKLYN,"1,007,919","179,199",ONLINE,Unspecified,BROOKLYN,Other,,,,,,,40.65850492816078,-73.91469197,"(40.65850492816078, -73.91469197081555)"
64647156,04/15/2025 12:22:19 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,90-20 78 STREET,78 STREET,90 AVENUE,90 ROAD,90 AVENUE,90 ROAD,ADDRESS,WOODHAVEN,78 STREET,,In Progress,,,,09 QUEENS,4089560014,QUEENS,"1,022,298","189,707",ONLINE,Unspecified,QUEENS,,,,,,,,40.68729688352255,-73.8628078,"(40.68729688352255, -73.86280779886565)"
64647157,04/15/2025 12:22:17 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,90-36 78 STREET,78 STREET,90 ROAD,91 AVENUE,90 ROAD,91 AVENUE,ADDRESS,WOODHAVEN,78 STREET,,In Progress,,,,09 QUEENS,4089560021,QUEENS,"1,022,321","189,580",ONLINE,Unspecified,QUEENS,,,,,,,,40.68694819915796,-73.86272558,"(40.68694819915796, -73.86272558400283)"
64652155,04/15/2025 12:21:42 AM,04/15/2025 12:34:59 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:35:05 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64644789,04/15/2025 12:21:34 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,318 AVENUE W,AVENUE W,WEST    1 STREET,WEST STREET,WEST    1 STREET,WEST STREET,ADDRESS,BROOKLYN,AVENUE W,,In Progress,,,,15 BROOKLYN,3071750003,BROOKLYN,"992,222","155,171",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59258116116181,-73.97129561,"(40.59258116116181, -73.9712956139061)"
64644702,04/15/2025 12:21:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,3505 BROADWAY,BROADWAY,WEST  143 STREET,WEST  144 STREET,WEST  143 STREET,WEST  144 STREET,ADDRESS,NEW YORK,BROADWAY,,In Progress,,,04/15/2025 01:06:59 AM,09 MANHATTAN,1020900029,MANHATTAN,"997,744","239,982",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.825360385205165,-73.95124285,"(40.825360385205165, -73.95124285145732)"
64650804,04/15/2025 12:21:10 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1183 GERARD AVENUE,GERARD AVENUE,MCCLELLAN STREET,EAST  167 STREET,MCCLELLAN STREET,EAST  167 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,04/15/2025 02:04:46 AM,04 BRONX,2024880031,BRONX,"1,006,211","243,445",ONLINE,Unspecified,BRONX,,,,,,,,40.834848330555566,-73.92063817,"(40.834848330555566, -73.92063817038486)"
64651743,04/15/2025 12:21:06 AM,,DOT,Department of Transportation,Street Condition,Pothole,,10301,,,,,CASTLETON AVENUE,CONYINGHAM AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Open,,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,04/15/2025 12:21:06 AM,01 STATEN ISLAND,,STATEN ISLAND,"955,793","170,518",UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.63466338210778,-74.10252835,"(40.63466338210778, -74.1025283474756)"
64644129,04/15/2025 12:20:26 AM,04/15/2025 12:37:17 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:37:20 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64648605,04/15/2025 12:20:21 AM,04/15/2025 12:40:03 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:40:05 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64643454,04/15/2025 12:20:17 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,29 ALTON PLACE,ALTON PLACE,FLATBUSH AVENUE,EAST   40 STREET,FLATBUSH AVENUE,EAST   40 STREET,ADDRESS,BROOKLYN,ALTON PLACE,,In Progress,,,,18 BROOKLYN,3078110014,BROOKLYN,"1,001,682","166,684",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62416842,-73.93720375,"(40.6241684215756, -73.93720375077847)"
64648381,04/15/2025 12:20:17 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,WEST  238 STREET,WEST  238 STREET,FORT INDEPENDENCE STREET,WEST  238 STREET,FORT INDEPENDENCE STREET,WEST  238 STREET,INTERSECTION,,,,In Progress,,,,08 BRONX,,BRONX,"1,012,470","260,848",MOBILE,Unspecified,BRONX,,,,,,,,40.88259652776681,-73.89794638,"(40.88259652776681, -73.89794638233509)"
64650713,04/15/2025 12:20:06 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3659 WALDO AVENUE,WALDO AVENUE,WEST  236 STREET,WEST  238 STREET,WEST  236 STREET,WEST  238 STREET,ADDRESS,BRONX,WALDO AVENUE,,In Progress,,,04/15/2025 12:55:58 AM,08 BRONX,,BRONX,"1,010,650","262,364",MOBILE,Unspecified,BRONX,,,,,,,,40.88676310294799,-73.90452217,"(40.88676310294799, -73.90452217255971)"
64646546,04/15/2025 12:20:00 AM,04/15/2025 12:35:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11691,1047 BEACH   21 STREET,BEACH   21 STREET,CORNAGA AVENUE,MOTT AVENUE,CORNAGA AVENUE,MOTT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   21 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:35:25 AM,14 QUEENS,4157050069,QUEENS,"1,052,597","159,192",MOBILE,Unspecified,QUEENS,,,,,,,,40.60335801790573,-73.7538663,"(40.60335801790573, -73.75386629508971)"
64648053,04/15/2025 12:19:21 AM,04/15/2025 12:34:07 AM,NYPD,New York City Police Department,Traffic,Chronic Speeding,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:34:10 AM,08 QUEENS,4068280015,QUEENS,"1,037,047","202,519",ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.80952604,"(40.72238703289527, -73.8095260418184)"
64652156,04/15/2025 12:19:12 AM,04/15/2025 12:34:45 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:34:50 AM,08 QUEENS,4068280015,QUEENS,"1,037,047","202,519",ONLINE,Unspecified,QUEENS,,,,,,,,40.72238703289527,-73.80952604,"(40.72238703289527, -73.8095260418184)"
64643203,04/15/2025 12:19:00 AM,,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,53 ST W,WOF 5 AVE,INTERSECTION,,,N/A,Open,,,,Unspecified MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,,,
64647189,04/15/2025 12:18:42 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10044,1 EAST LOOP ROAD,EAST LOOP ROAD,NORTH LOOP ROAD,SOUTH LOOP ROAD,NORTH LOOP ROAD,SOUTH LOOP ROAD,ADDRESS,NEW YORK,EAST LOOP ROAD,,In Progress,,,,08 MANHATTAN,1013737508,MANHATTAN,"996,910","214,614",MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75573329705954,-73.95430411,"(40.75573329705954, -73.95430411418883)"
64645853,04/15/2025 12:18:28 AM,,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11355,131-04 MERIDIAN ROAD,MERIDIAN ROAD,AVENUE OF ENTERPRISE,PATH OF RESEARCH,AVENUE OF ENTERPRISE,PATH OF RESEARCH,ADDRESS,FLUSHING,MERIDIAN ROAD,,In Progress,,,,81 QUEENS,4020180001,QUEENS,"1,029,166","213,453",ONLINE,Unspecified,QUEENS,,,,,,,,40.75244163117263,-73.83788499,"(40.75244163117263, -73.83788498691455)"
64647706,04/15/2025 12:18:10 AM,04/15/2025 12:41:50 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,234 STARR STREET,STARR STREET,IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,STARR STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,04/15/2025 12:41:55 AM,04 BROOKLYN,3031990026,BROOKLYN,"1,005,678","196,326",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.705520334347156,-73.92271454,"(40.705520334347156, -73.92271453674752)"
64647618,04/15/2025 12:18:06 AM,04/15/2025 12:33:00 AM,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MOUNT MORRIS PARK WEST,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/15/2025 12:33:08 AM,11 MANHATTAN,1017190001,MANHATTAN,"999,341","232,509",ONLINE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80484651053699,-73.9454893,"(40.80484651053699, -73.94548930106254)"
64647268,04/15/2025 12:18:00 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,71-17 WOODSIDE AVENUE,WOODSIDE AVENUE,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,WOODSIDE,WOODSIDE AVENUE,,In Progress,,,,02 QUEENS,4013110077,QUEENS,"1,013,757","209,863",ONLINE,Unspecified,QUEENS,,,,,,,,40.74265283725043,-73.89351627,"(40.74265283725043, -73.89351626767264)"
64652027,04/15/2025 12:17:49 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11101,52-03 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,In Progress,,,04/15/2025 12:54:59 AM,02 QUEENS,4000067504,QUEENS,"995,325","209,670",MOBILE,Unspecified,QUEENS,,,,,,,,40.742165391306315,-73.96003326,"(40.742165391306315, -73.96003326472021)"
64650716,04/15/2025 12:17:22 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10029,160 EAST  116 STREET,EAST  116 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,,In Progress,,,04/15/2025 01:23:41 AM,11 MANHATTAN,1016430048,MANHATTAN,"1,000,578","230,147",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.798361269215164,-73.94102684,"(40.798361269215164, -73.94102683776387)"
64650915,04/15/2025 12:17:19 AM,04/15/2025 12:38:01 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11365,71-01 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:38:05 AM,08 QUEENS,4067970040,QUEENS,"1,036,658","205,328",ONLINE,Unspecified,QUEENS,,,,,,,,40.73009934988612,-73.81090754,"(40.73009934988612, -73.81090754397326)"
64651991,04/15/2025 12:16:42 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11222,EAGLE STREET,EAGLE STREET,EAGLE STREET,FRANKLIN STREET,EAGLE STREET,FRANKLIN STREET,INTERSECTION,,,,In Progress,,,04/15/2025 02:47:06 AM,01 BROOKLYN,,BROOKLYN,"995,777","207,003",PHONE,Unspecified,BROOKLYN,,,,,,,,40.73484456055361,-73.95840669,"(40.73484456055361, -73.9584066868843)"
64644962,04/15/2025 12:16:38 AM,04/15/2025 12:36:48 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:36:53 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64643868,04/15/2025 12:16:26 AM,04/15/2025 12:28:41 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,330 WEST   30 STREET,WEST   30 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   30 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:28:46 AM,04 MANHATTAN,1007530056,MANHATTAN,"985,267","212,563",PHONE,Unspecified,MANHATTAN,,,,,,,,40.75011282688794,-73.99632948,"(40.75011282688794, -73.99632947923503)"
64644985,04/15/2025 12:16:16 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,79-13 ATLANTIC AVENUE,ATLANTIC AVENUE,ROCKAWAY BOULEVARD,80 STREET,ROCKAWAY BOULEVARD,80 STREET,ADDRESS,WOODHAVEN,ATLANTIC AVENUE,,In Progress,,,,09 QUEENS,4089590082,QUEENS,"1,022,884","188,791",ONLINE,Unspecified,QUEENS,,,,,,,,40.68478013783328,-73.86070008,"(40.68478013783328, -73.86070007561749)"
64644770,04/15/2025 12:16:14 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,94-02 78 STREET,78 STREET,ATLANTIC AVENUE,95 AVENUE,ATLANTIC AVENUE,95 AVENUE,ADDRESS,OZONE PARK,78 STREET,,In Progress,,,,09 QUEENS,4090020006,QUEENS,"1,022,638","188,596",ONLINE,Unspecified,QUEENS,,,,,,,,40.68424597835119,-73.86158817,"(40.68424597835119, -73.8615881701713)"
64647066,04/15/2025 12:16:11 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,78-01 97 AVENUE,97 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,OZONE PARK,97 AVENUE,,In Progress,,,,09 QUEENS,4090070033,QUEENS,"1,022,958","187,805",ONLINE,Unspecified,QUEENS,,,,,,,,40.682073472720994,-73.86043892,"(40.682073472720994, -73.86043892353004)"
64651883,04/15/2025 12:16:09 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,97-32 78 STREET,78 STREET,97 AVENUE,101 AVENUE,97 AVENUE,101 AVENUE,ADDRESS,OZONE PARK,78 STREET,,In Progress,,,,09 QUEENS,4090490021,QUEENS,"1,023,068","187,464",ONLINE,Unspecified,QUEENS,,,,,,,,40.68113702,-73.86004429,"(40.6811370247227, -73.86004428530431)"
64648370,04/15/2025 12:16:07 AM,,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11416,77-20 101 AVENUE,101 AVENUE,77 STREET,78 STREET,77 STREET,78 STREET,ADDRESS,OZONE PARK,101 AVENUE,,In Progress,,,,09 QUEENS,4090780074,QUEENS,"1,022,988","187,117",ONLINE,Unspecified,QUEENS,Car,,,,,,,40.68018494017672,-73.86033471,"(40.68018494017672, -73.86033471422161)"
64645929,04/15/2025 12:16:05 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,101-20 78 STREET,78 STREET,101 AVENUE,LIBERTY AVENUE,101 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,78 STREET,,In Progress,,,,09 QUEENS,4090780079,QUEENS,"1,023,151","187,121",ONLINE,Unspecified,QUEENS,,,,,,,,40.6801952,-73.85974701,"(40.680195204422, -73.85974701487639)"
64644846,04/15/2025 12:15:41 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,72-10 41 AVENUE,41 AVENUE,72 STREET,73 STREET,72 STREET,73 STREET,ADDRESS,WOODSIDE,41 AVENUE,,In Progress,,,,04 QUEENS,4013120010,QUEENS,"1,013,908","210,718",ONLINE,Unspecified,QUEENS,,,,,,,,40.74499909172425,-73.89296758,"(40.74499909172425, -73.89296757512533)"
64652157,04/15/2025 12:14:46 AM,04/15/2025 12:39:48 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:39:53 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64648680,04/15/2025 12:14:41 AM,04/15/2025 12:38:58 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:39:03 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64649562,04/15/2025 12:14:40 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11220,652 67 STREET,67 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,67 STREET,,In Progress,,Your complaint has been received by the Police Department and additional information will be available later.,04/15/2025 12:23:06 AM,10 BROOKLYN,3058570026,BROOKLYN,"979,623","169,972",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.633209230606674,-74.01667035,"(40.633209230606674, -74.01667035250394)"
64648410,04/15/2025 12:14:39 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10075,433 EAST   80 STREET,EAST   80 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   80 STREET,,In Progress,,,,08 MANHATTAN,1015600014,MANHATTAN,"997,802","220,745",ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77255998555376,-73.95107211,"(40.77255998555376, -73.95107210726991)"
64644089,04/15/2025 12:14:31 AM,04/15/2025 12:37:03 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,04/15/2025 12:37:08 AM,08 QUEENS,4068580001,QUEENS,"1,038,740","200,651",ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343341,"(40.71724956934783, -73.80343340538089)"
64648495,04/15/2025 12:14:27 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,498 WEST  158 STREET,WEST  158 STREET,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  158 STREET,,In Progress,,,04/15/2025 12:53:25 AM,12 MANHATTAN,1021080059,MANHATTAN,"1,000,454","242,921",PHONE,Unspecified,MANHATTAN,,,,,,,,40.833422541343964,-73.94144386,"(40.833422541343964, -73.94144385735437)"
